destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
Northern America,Canada,Papua New Guinea,587,60,-96,-6,147
Northern America,Canada,Paraguay,"8,348",60,-96,-22.993333,-57.996389
Northern America,Canada,Peru,"30,099",60,-96,-10,-76
Northern America,Canada,Philippines,"545,321",60,-96,13,122
Northern America,Canada,Poland,"167,620",60,-96,52,20
Northern America,Canada,Portugal,"152,329",60,-96,39.5,-8
Northern America,Canada,Puerto Rico,467,60,-96,18.2482882,-66.4998941
Northern America,Canada,Qatar,"1,917",60,-96,25.5,51.25
Northern America,Canada,Republic of Korea,"144,332",60,-96,37,127.5
Northern America,Canada,Republic of Moldova,"13,945",60,-96,47,29
Northern America,Canada,R_union,380,60,-96,-21.1,55.6
Northern America,Canada,Romania,"91,049",60,-96,46,25
Northern America,Canada,Russian Federation,"81,799",60,-96,60,100
Northern America,Canada,Rwanda,"5,874",60,-96,-2,30
Northern America,Canada,Saint Kitts and Nevis,"2,285",60,-96,17.333333,-62.75
Northern America,Canada,Saint Lucia,"5,928",60,-96,13.883333,-60.966667
Northern America,Canada,Saint Pierre and Miquelon,321,60,-96,46.833333,-56.333333
Northern America,Canada,Saint Vincent and the Grenadines,"13,973",60,-96,13.083333,-61.2
Northern America,Canada,Samoa,125,60,-96,-13.803096,-172.178309
Northern America,Canada,Saudi Arabia,"25,139",60,-96,25,45
Northern America,Canada,Senegal,"6,178",60,-96,14,-14
Northern America,Canada,Serbia,"35,859",60,-96,44,21
Northern America,Canada,Seychelles,999,60,-96,-4.583333,55.666667
Northern America,Canada,Sierra Leone,"2,725",60,-96,8.5,-11.5
Northern America,Canada,Singapore,"13,234",60,-96,1.366667,103.8
Northern America,Canada,Slovakia,"14,640",60,-96,48.666667,19.5
Northern America,Canada,Slovenia,"9,190",60,-96,46.25,15.166667
Northern America,Canada,Somalia,"24,747",60,-96,6,48
Northern America,Canada,South Africa,"47,182",60,-96,-30,26
Northern America,Canada,Spain,"10,943",60,-96,40,-4
Northern America,Canada,Sri Lanka,"146,998",60,-96,7,81
Northern America,Canada,State of Palestine,"8,420",60,-96,,
Northern America,Canada,Sudan,"15,221",60,-96,16,30
Northern America,Canada,Suriname,994,60,-96,4,-56
Northern America,Canada,Swaziland,359,60,-96,-26.5,31.5
Northern America,Canada,Sweden,"8,116",60,-96,62,15
Northern America,Canada,Switzerland,"22,566",60,-96,47,8
Northern America,Canada,Syrian Arab Republic,"24,666",60,-96,35,38
Northern America,Canada,Tajikistan,"1,195",60,-96,39,71
Northern America,Canada,Thailand,"16,263",60,-96,15,100
Northern America,Canada,The former Yugoslav Republic of Macedonia  ,"10,563",60,-96,41.833333,22
Northern America,Canada,Togo,"2,768",60,-96,8,1.166667
Northern America,Canada,Tonga,103,60,-96,-20,-175
Northern America,Canada,Trinidad and Tobago,"74,682",60,-96,11,-61
Northern America,Canada,Tunisia,"13,099",60,-96,34,9
Northern America,Canada,Turkey,"29,470",60,-96,39.059012,34.911546
Northern America,Canada,Turkmenistan,467,60,-96,40,60
Northern America,Canada,Turks and Caicos Islands,82,60,-96,21.733333,-71.583333
Northern America,Canada,Uganda,"13,191",60,-96,2,33
Northern America,Canada,Ukraine,"73,108",60,-96,49,32
Northern America,Canada,United Arab Emirates,"16,665",60,-96,24,54
Northern America,Canada,United Kingdom,"607,377",60,-96,54,-4
Northern America,Canada,United Republic of Tanzania,"21,610",60,-96,-6,35
Northern America,Canada,United States,"343,252",60,-96,39.828175,-98.5795
Northern America,Canada,Virgin Islands US,65,60,-96,18.3482891,-64.9834807
Northern America,Canada,Uruguay,"7,485",60,-96,-33,-56
Northern America,Canada,Uzbekistan,"5,369",60,-96,41.707542,63.84911
Northern America,Canada,Bolivarian Republic of Venezuela,"19,732",60,-96,8,-66
Northern America,Canada,Viet Nam,"182,847",60,-96,16.166667,107.833333
Northern America,Canada,Yemen,"2,166",60,-96,15.5,47.5
Northern America,Canada,Zambia,"3,979",60,-96,-15,30
Northern America,Canada,Zimbabwe,"11,118",60,-96,-19,29
Northern America,Greenland,Bulgaria,18,72,-40,43,25
Northern America,Greenland,Cape Verde,15,72,-40,16,-24
Northern America,Greenland,China,11,72,-40,35,105
Northern America,Greenland,Denmark,"4,614",72,-40,56,10
Northern America,Greenland,Faeroe Islands,279,72,-40,,
Northern America,Greenland,Finland,13,72,-40,64,26
Northern America,Greenland,France,14,72,-40,46,2
Northern America,Greenland,Germany,58,72,-40,51.5,10.5
Northern America,Greenland,Iceland,163,72,-40,65,-18
Northern America,Greenland,Norway,68,72,-40,62,10
Northern America,Greenland,Philippines,130,72,-40,13,122
Northern America,Greenland,Poland,31,72,-40,52,20
Northern America,Greenland,Romania,15,72,-40,46,25
Northern America,Greenland,Sweden,87,72,-40,62,15
Northern America,Greenland,Thailand,157,72,-40,15,100
Northern America,Greenland,United Kingdom,15,72,-40,54,-4
Northern America,Greenland,United States,39,72,-40,39.828175,-98.5795
Northern America,Saint Pierre and Miquelon,Cape Verde,181,46.833333,-56.333333,16,-24
Northern America,Saint Pierre and Miquelon,France,723,46.833333,-56.333333,46,2
Northern America,Saint Pierre and Miquelon,United States,63,46.833333,-56.333333,39.828175,-98.5795
Oceania,Australia,Afghanistan,"37,482",-25,135,33,66
Oceania,Australia,Albania,"3,334",-25,135,41,20
Oceania,Australia,Algeria,"1,561",-25,135,28,3
Oceania,Australia,American Samoa,380,-25,135,-14.3333333,-170
Oceania,Australia,Angola,580,-25,135,-12.5,18.5
Oceania,Australia,Antigua and Barbuda,11,-25,135,17.05,-61.8
Oceania,Australia,Argentina,"15,423",-25,135,-34,-64
Oceania,Australia,Armenia,"1,371",-25,135,40,45
Oceania,Australia,Aruba,42,-25,135,12.5,-69.966667
Oceania,Australia,Austria,"20,434",-25,135,47.333333,13.333333
Oceania,Australia,Azerbaijan,538,-25,135,40.5,47.5
Oceania,Australia,Bahamas,316,-25,135,24,-76
Oceania,Australia,Bahrain,"1,656",-25,135,26,50.5
Oceania,Australia,Bangladesh,"37,092",-25,135,24,90
Oceania,Australia,Barbados,443,-25,135,13.166667,-59.533333
Oceania,Australia,Belarus,"2,057",-25,135,53,28
Oceania,Australia,Belgium,"7,849",-25,135,50.833333,4
Oceania,Australia,Belize,42,-25,135,17.25,-88.75
Oceania,Australia,Benin,105,-25,135,9.5,2.25
Oceania,Australia,Bermuda,622,-25,135,32.333333,-64.75
Oceania,Australia,Bhutan,"3,829",-25,135,27.5,90.5
Oceania,Australia,Plurinational State of Bolivia,"1,055",-25,135,-17,-65
Oceania,Australia,Bosnia and Herzegovina,"41,449",-25,135,44.25,17.833333
Oceania,Australia,Botswana,"1,298",-25,135,-22,24
Oceania,Australia,Brazil,"20,730",-25,135,-10,-55
Oceania,Australia,Brunei Darussalam,"3,386",-25,135,4.5,114.666667
Oceania,Australia,Bulgaria,"3,988",-25,135,43,25
Oceania,Australia,Burkina Faso,21,-25,135,13,-2
Oceania,Australia,Burundi,"2,152",-25,135,-3.5,30
Oceania,Australia,Cameroon,"35,710",-25,135,6,12
Oceania,Australia,Canada,411,-25,135,60,-96
Oceania,Australia,Cape Verde,"54,034",-25,135,16,-24
Oceania,Australia,Cayman Islands,95,-25,135,19.5,-80.666667
Oceania,Australia,Chad,32,-25,135,15,19
Oceania,Australia,Chile,"30,963",-25,135,-30,-71
Oceania,Australia,China,"451,084",-25,135,35,105
Oceania,Australia,Hong Kong,"95,557",-25,135,22.25,114.166667
Oceania,Australia,Macao,"2,943",-25,135,22.157778,113.559722
Oceania,Australia,Colombia,"15,497",-25,135,4,-72
Oceania,Australia,Cook Islands,"1,403",-25,135,-16.083333,-161.583333
Oceania,Australia,Costa Rica,"7,986",-25,135,10,-84
Oceania,Australia,Cote dIvoire,527,-25,135,8,-5
Oceania,Australia,Croatia,601,-25,135,45.166667,15.5
Oceania,Australia,Cuba,"69,890",-25,135,22,-79.5
Oceania,Australia,Curacao,897,-25,135,12.166667,-69
Oceania,Australia,Cyprus,127,-25,135,35,33
Oceania,Australia,Czech Republic,"22,080",-25,135,49.75,15
Oceania,Australia,Congo,"14,337",-25,135,-1,15
Oceania,Australia,Democratic Peoples Republic of Korea ,232,-25,135,40,127
Oceania,Australia,The Democratic Republic of the Congo,"3,682",-25,135,0,25
Oceania,Australia,Denmark,"11,625",-25,135,56,10
Oceania,Australia,Djibouti,169,-25,135,11.5,42.5
Oceania,Australia,Dominica,11,-25,135,15.5,-61.333333
Oceania,Australia,Dominican Republic,179,-25,135,19,-70.666667
Oceania,Australia,Ecuador,"2,310",-25,135,-2,-77.5
Oceania,Australia,Egypt,"45,352",-25,135,27,30
Oceania,Australia,El Salvador,"11,689",-25,135,13.833333,-88.916667
Oceania,Australia,Eritrea,"3,851",-25,135,15,39
Oceania,Australia,Estonia,"3,313",-25,135,59,26
Oceania,Australia,Ethiopia,"11,446",-25,135,8,38
Oceania,Australia,Faeroe Islands,21,-25,135,,
Oceania,Australia,Falkland Islands Malvinas,95,-25,135,-51.75,-59.166667
Oceania,Australia,Fiji,"72,084",-25,135,-18,178
Oceania,Australia,Finland,"10,307",-25,135,64,26
Oceania,Australia,France,"39,107",-25,135,46,2
Oceania,Australia,Franch Guyana,11,-25,135,4,-53
Oceania,Australia,French Polynesia,549,-25,135,-15,-140
Oceania,Australia,Gabon,11,-25,135,-1,11.75
Oceania,Australia,Gambia,127,-25,135,13.5,-15.5
Oceania,Australia,Georgia,612,-25,135,41.999981,43.499905
Oceania,Australia,Germany,"134,664",-25,135,51.5,10.5
Oceania,Australia,Ghana,"5,306",-25,135,8,-2
Oceania,Australia,Gibraltar,527,-25,135,36.133333,-5.35
Oceania,Australia,Greece,"126,551",-25,135,39,22
Oceania,Australia,Grenada,127,-25,135,12.116667,-61.666667
Oceania,Australia,Guadeloupe,32,-25,135,16.25,-61.583333
Oceania,Australia,Guam,105,-25,135,13.4444444,144.7366667
Oceania,Australia,Guatemala,496,-25,135,15.5,-90.25
Oceania,Australia,Guinea,844,-25,135,11,-10
Oceania,Australia,Guyana,665,-25,135,5,-59
Oceania,Australia,Haiti,95,-25,135,19,-72.416667
Oceania,Australia,Honduras,274,-25,135,15,-86.5
Oceania,Australia,Hungary,"23,135",-25,135,47,20
Oceania,Australia,Iceland,770,-25,135,65,-18
Oceania,Australia,India,"389,992",-25,135,20,77
Oceania,Australia,Indonesia,"84,026",-25,135,-5,120
Oceania,Australia,Islamic Republic of Iran,"48,696",-25,135,32,53
Oceania,Australia,Iraq,"62,790",-25,135,33,44
Oceania,Australia,Ireland,"101,032",-25,135,53,-8
Oceania,Australia,Isle of Man,348,-25,135,54.25,-4.5
Oceania,Australia,Israel,"12,174",-25,135,31.5,34.75
Oceania,Australia,Italy,"210,061",-25,135,42.833333,12.833333
Oceania,Australia,Jamaica,"1,287",-25,135,18.25,-77.5
Oceania,Australia,Japan,"53,159",-25,135,36,138
Oceania,Australia,Jordan,"6,287",-25,135,31,36
Oceania,Australia,Kazakhstan,"1,698",-25,135,48,68
Oceania,Australia,Kenya,"17,850",-25,135,1,38
Oceania,Australia,Kiribati,654,-25,135,-5,-170
Oceania,Australia,Kuwait,"6,108",-25,135,29.5,47.75
Oceania,Australia,Kyrgyzstan,443,-25,135,41,75
Oceania,Australia,Lao Peoples Democratic Republic,"12,111",-25,135,18,105
Oceania,Australia,Latvia,"5,581",-25,135,57,25
Oceania,Australia,Lebanon,"96,306",-25,135,33.833333,35.833333
Oceania,Australia,Lesotho,127,-25,135,-29.5,28.25
Oceania,Australia,Liberia,"3,376",-25,135,6.5,-9.5
Oceania,Australia,Libya,"3,091",-25,135,25,17
Oceania,Australia,Liechtenstein,11,-25,135,47.166667,9.533333
Oceania,Australia,Lithuania,"3,418",-25,135,56,24
Oceania,Australia,Luxembourg,274,-25,135,49.75,6.166667
Oceania,Australia,Madagascar,316,-25,135,-20,47
Oceania,Australia,Malawi,"1,266",-25,135,-13.5,34
Oceania,Australia,Malaysia,"156,934",-25,135,2.5,112.5
Oceania,Australia,Maldives,538,-25,135,3.2,73
Oceania,Australia,Mali,53,-25,135,17,-4
Oceania,Australia,Malta,"49,224",-25,135,35.916667,14.433333
Oceania,Australia,Marshall Islands,42,-25,135,10,167
Oceania,Australia,Martinique,42,-25,135,14.666667,-61
Oceania,Australia,Mauritania,42,-25,135,20,-12
Oceania,Australia,Mauritius,"28,779",-25,135,-20.3,57.583333
Oceania,Australia,Mexico,"4,937",-25,135,23,-102
Oceania,Australia,Monaco,53,-25,135,43.733333,7.4
Oceania,Australia,Mongolia,886,-25,135,46,105
Oceania,Australia,Montenegro,"2,025",-25,135,42.5,19.3
Oceania,Australia,Morocco,"2,173",-25,135,32,-5
Oceania,Australia,Mozambique,"1,023",-25,135,-18.25,35
Oceania,Australia,Myanmar,"28,916",-25,135,22,98
Oceania,Australia,Namibia,"1,393",-25,135,-22,17
Oceania,Australia,Nauru,728,-25,135,-0.533333,166.916667
Oceania,Australia,Nepal,"32,872",-25,135,28,84
Oceania,Australia,Netherlands,"91,358",-25,135,52.5,5.75
Oceania,Australia,New Caledonia,"1,878",-25,135,-21.5,165.5
Oceania,Australia,New Zealand,"642,271",-25,135,-42,174
Oceania,Australia,Nicaragua,876,-25,135,13,-85
Oceania,Australia,Niger,11,-25,135,16,8
Oceania,Australia,Nigeria,"6,382",-25,135,10,8
Oceania,Australia,Niue,939,-25,135,-19.033333,-169.866667
Oceania,Australia,Northern Mariana Islands,11,-25,135,16,146
Oceania,Australia,Norway,"5,201",-25,135,62,10
Oceania,Australia,Oman,"1,540",-25,135,21,57
Oceania,Australia,Pakistan,"43,949",-25,135,30,70
Oceania,Australia,Panama,306,-25,135,9,-80
Oceania,Australia,Paraguay,496,-25,135,-22.993333,-57.996389
Oceania,Australia,Peru,"10,855",-25,135,-10,-76
Oceania,Australia,Philippines,"222,340",-25,135,13,122
Oceania,Australia,Poland,"59,868",-25,135,52,20
Oceania,Australia,Portugal,"20,044",-25,135,39.5,-8
Oceania,Australia,Puerto Rico,169,-25,135,18.2482882,-66.4998941
Oceania,Australia,Qatar,949,-25,135,25.5,51.25
Oceania,Australia,Republic of Korea,"98,395",-25,135,37,127.5
Oceania,Australia,Republic of Moldova,"1,224",-25,135,47,29
Oceania,Australia,R_union,274,-25,135,-21.1,55.6
Oceania,Australia,Romania,"18,008",-25,135,46,25
Oceania,Australia,Russian Federation,"24,812",-25,135,60,100
Oceania,Australia,Rwanda,844,-25,135,-2,30
Oceania,Australia,Saint Helena Ascension and Tristan da Cunha,32,-25,135,-15.95,-5.7
Oceania,Australia,Saint Kitts and Nevis,11,-25,135,17.333333,-62.75
Oceania,Australia,Saint Lucia,32,-25,135,13.883333,-60.966667
Oceania,Australia,Saint Vincent and the Grenadines,11,-25,135,13.083333,-61.2
Oceania,Australia,Samoa,"26,142",-25,135,-13.803096,-172.178309
Oceania,Australia,Saudi Arabia,"15,107",-25,135,25,45
Oceania,Australia,Senegal,433,-25,135,14,-14
Oceania,Australia,Serbia,"37,967",-25,135,44,21
Oceania,Australia,Seychelles,"3,144",-25,135,-4.583333,55.666667
Oceania,Australia,Sierra Leone,"3,903",-25,135,8.5,-11.5
Oceania,Australia,Singapore,"67,822",-25,135,1.366667,103.8
Oceania,Australia,Slovakia,"6,667",-25,135,48.666667,19.5
Oceania,Australia,Slovenia,"8,577",-25,135,46.25,15.166667
Oceania,Australia,Solomon Islands,"2,353",-25,135,-8,159
Oceania,Australia,Somalia,"7,743",-25,135,6,48
Oceania,Australia,South Africa,"183,370",-25,135,-30,26
Oceania,Australia,South Sudan,"4,220",-25,135,8,30
Oceania,Australia,Spain,"18,061",-25,135,40,-4
Oceania,Australia,Sri Lanka,"112,120",-25,135,7,81
Oceania,Australia,State of Palestine,"3,154",-25,135,,
Oceania,Australia,Sudan,"23,989",-25,135,16,30
Oceania,Australia,Suriname,158,-25,135,4,-56
Oceania,Australia,Swaziland,422,-25,135,-26.5,31.5
Oceania,Australia,Sweden,"12,585",-25,135,62,15
Oceania,Australia,Switzerland,"15,750",-25,135,47,8
Oceania,Australia,Syrian Arab Republic,"10,866",-25,135,35,38
Oceania,Australia,Tajikistan,137,-25,135,39,71
Oceania,Australia,Thailand,"60,712",-25,135,15,100
Oceania,Australia,The former Yugoslav Republic of Macedonia  ,"53,665",-25,135,41.833333,22
Oceania,Australia,Timor-Leste,"11,214",-25,135,-8.833333,125.75
Oceania,Australia,Togo,348,-25,135,8,1.166667
Oceania,Australia,Tokelau,738,-25,135,-9,-171.75
Oceania,Australia,Tonga,"11,784",-25,135,-20,-175
Oceania,Australia,Trinidad and Tobago,"1,920",-25,135,11,-61
Oceania,Australia,Tunisia,675,-25,135,34,9
Oceania,Australia,Turkey,"43,000",-25,135,39.059012,34.911546
Oceania,Australia,Turkmenistan,63,-25,135,40,60
Oceania,Australia,Tuvalu,190,-25,135,-8,178
Oceania,Australia,Uganda,"3,397",-25,135,2,33
Oceania,Australia,Ukraine,"17,227",-25,135,49,32
Oceania,Australia,United Arab Emirates,"7,131",-25,135,24,54
Oceania,Australia,United Kingdom,"1,289,396",-25,135,54,-4
Oceania,Australia,United Republic of Tanzania,"4,410",-25,135,-6,35
Oceania,Australia,United States,"110,643",-25,135,39.828175,-98.5795
Oceania,Australia,Uruguay,"11,140",-25,135,-33,-56
Oceania,Australia,Uzbekistan,"1,625",-25,135,41.707542,63.84911
Oceania,Australia,Vanuatu,"1,572",-25,135,-16,167
Oceania,Australia,Bolivarian Republic of Venezuela,"4,895",-25,135,8,-66
Oceania,Australia,Viet Nam,"227,298",-25,135,16.166667,107.833333
Oceania,Australia,Yemen,675,-25,135,15.5,47.5
Oceania,Australia,Zambia,"7,121",-25,135,-15,30
Oceania,Australia,Zimbabwe,"38,843",-25,135,-19,29
Oceania,New Zealand,Afghanistan,"2,540",-42,174,33,66
Oceania,New Zealand,Argentina,"1,770",-42,174,-34,-64
Oceania,New Zealand,Australia,"65,161",-42,174,-25,135
Oceania,New Zealand,Austria,"1,340",-42,174,47.333333,13.333333
Oceania,New Zealand,Bangladesh,"1,530",-42,174,24,90
Oceania,New Zealand,Brazil,"3,728",-42,174,-10,-55
Oceania,New Zealand,Cameroon,"6,826",-42,174,6,12
Oceania,New Zealand,Cape Verde,"9,950",-42,174,16,-24
Oceania,New Zealand,Chile,"2,503",-42,174,-30,-71
Oceania,New Zealand,China,"92,602",-42,174,35,105
Oceania,New Zealand,Hong Kong,"7,334",-42,174,22.25,114.166667
Oceania,New Zealand,Colombia,"1,197",-42,174,4,-72
Oceania,New Zealand,Costa Rica,"13,460",-42,174,10,-84
Oceania,New Zealand,Cuba,"1,795",-42,174,22,-79.5
Oceania,New Zealand,Congo,"1,337",-42,174,-1,15
Oceania,New Zealand,Denmark,"1,465",-42,174,56,10
Oceania,New Zealand,Egypt,"1,324",-42,174,27,30
Oceania,New Zealand,Ethiopia,"1,187",-42,174,8,38
Oceania,New Zealand,Fiji,"54,815",-42,174,-18,178
Oceania,New Zealand,France,"3,905",-42,174,46,2
Oceania,New Zealand,Germany,"13,447",-42,174,51.5,10.5
Oceania,New Zealand,Hungary,"1,421",-42,174,47,20
Oceania,New Zealand,India,"69,800",-42,174,20,77
Oceania,New Zealand,Indonesia,"5,105",-42,174,-5,120
Oceania,New Zealand,Islamic Republic of Iran,"3,201",-42,174,32,53
Oceania,New Zealand,Iraq,"5,698",-42,174,33,44
Oceania,New Zealand,Ireland,"9,398",-42,174,53,-8
Oceania,New Zealand,Italy,"2,044",-42,174,42.833333,12.833333
Oceania,New Zealand,Japan,"10,670",-42,174,36,138
Oceania,New Zealand,Kenya,"1,714",-42,174,1,38
Oceania,New Zealand,Kiribati,"1,533",-42,174,-5,-170
Oceania,New Zealand,Malaysia,"16,991",-42,174,2.5,112.5
Oceania,New Zealand,Myanmar,"2,200",-42,174,22,98
Oceania,New Zealand,Nepal,"1,465",-42,174,28,84
Oceania,New Zealand,Netherlands,"20,589",-42,174,52.5,5.75
Oceania,New Zealand,Niue,"4,364",-42,174,-19.033333,-169.866667
Oceania,New Zealand,Pakistan,"2,961",-42,174,30,70
Oceania,New Zealand,Papua New Guinea,"1,399",-42,174,-6,147
Oceania,New Zealand,Philippines,"38,756",-42,174,13,122
Oceania,New Zealand,Poland,"2,019",-42,174,52,20
Oceania,New Zealand,Republic of Korea,"27,640",-42,174,37,127.5
